,Compagnie d'assurance,Date de création,Nom et Prénom Assuré /Raison Sociale,Immatriculation Véhicule assuré,Mode de gestion,Garantie impliquée,Chargé réparation,Marque,Réparateur,Expert,Compagnie adverse,Accord VR (Véhicule de remplacement),Agence,Agent,Cas de barème,Chargé acceptation,Code agence,Date Accident,Date acceptation,Date accord (SST),Date demande,Etape Dossier,Etat d'approbation,Immatriculation tiers,Montant total devis,Nom et Prénom tiers /Raison Sociale,Numero sinistre,Numéro de contrat,Point Choc,Position GA,SST,Nbr réclamations antérieures,Day Accident,Month Accident,Year Accident,Day demande,Month demande,Year demande,Retard reclamation,Fraud
494,7,371,615,407,2,3,1,18,39,17,9,0,61,61,10,1,51,286,279,325,223,16,0,269,589,764,1038,248,51,1,2,0,27,2,0,18,2,0,23,1
495,7,388,334,978,3,3,0,24,69,29,3,0,55,55,1,1,75,287,350,527,215,16,0,698,304,87,519,350,59,1,4,0,28,2,0,5,2,0,65,1
496,7,383,123,83,3,3,0,24,69,29,2,0,55,55,1,1,75,283,121,323,208,16,0,714,150,794,518,404,59,1,4,0,22,2,0,26,2,0,22,0
497,7,386,773,713,3,3,9,31,7,3,13,0,55,55,0,1,75,280,119,372,207,16,0,466,254,441,1037,639,59,1,1,0,24,1,0,25,2,0,45,1
498,7,389,793,75,1,1,1,18,62,26,16,0,55,55,5,1,75,278,829,264,205,16,0,443,646,155,1036,571,46,1,1,0,21,1,0,24,1,0,22,0
499,7,392,775,258,3,3,0,30,69,29,2,0,60,60,5,1,4,268,24,301,201,15,0,567,265,124,517,631,70,1,1,0,9,1,0,17,1,0,65,0
500,7,394,839,79,1,1,5,24,22,28,16,2,55,55,15,1,75,269,839,827,197,3,0,105,451,215,516,177,30,1,0,0,12,1,0,13,1,0,1,0
501,7,399,751,332,1,1,5,31,59,28,16,0,63,64,19,1,28,268,324,351,203,16,0,976,126,962,515,701,1,0,1,0,9,1,0,21,1,0,5,0
502,7,399,674,711,1,2,8,32,57,20,1,2,55,55,1,1,75,268,839,827,196,11,0,585,878,813,514,605,30,1,0,0,9,1,0,9,1,0,0,0
503,7,416,198,1044,3,3,9,32,33,3,15,2,63,64,1,1,28,265,742,827,224,4,0,805,878,54,513,681,30,1,0,0,6,1,0,19,2,0,49,1
504,7,4,187,1049,3,3,8,24,57,20,2,2,55,55,19,1,75,260,839,827,193,11,0,0,878,912,512,354,30,1,0,0,1,1,0,6,1,0,54,0
505,7,418,772,556,3,3,0,39,69,29,15,1,55,55,4,1,75,263,349,466,192,16,0,585,438,813,511,918,58,1,1,0,4,1,0,5,1,0,1,1
506,7,420,305,437,3,3,0,32,69,29,4,0,10,10,6,1,82,261,418,665,194,16,0,402,430,894,1035,717,71,1,1,0,2,1,0,7,1,0,54,1
507,7,424,785,902,3,3,0,30,69,29,1,0,47,47,19,1,83,250,419,752,186,16,0,919,243,859,510,988,30,0,4,0,20,11,0,25,1,0,60,0
508,7,20,760,120,3,3,0,40,69,29,1,0,63,64,11,1,28,249,166,297,205,16,0,202,27,15,509,76,54,1,4,0,18,11,0,24,1,0,41,1
509,7,429,964,2,3,3,7,6,41,14,2,0,55,55,5,1,75,250,91,403,184,16,0,352,364,831,508,550,46,1,1,0,20,11,0,11,1,0,45,0
510,7,25,399,916,3,3,0,14,69,29,13,2,55,55,17,1,75,252,839,827,183,10,0,220,878,57,507,838,70,1,0,0,23,11,0,0,1,0,1,0
511,7,436,999,73,1,2,8,3,57,20,10,0,61,61,0,1,51,247,732,238,223,16,0,632,819,362,506,1,4,1,1,0,15,11,0,18,2,0,62,0
512,7,433,617,688,1,1,5,31,34,28,16,0,55,55,1,1,75,243,592,685,176,16,0,800,873,26,505,267,63,1,4,0,9,11,0,12,11,0,22,0
513,7,437,812,449,3,3,5,32,42,28,13,0,55,55,4,1,75,243,494,262,175,15,0,943,78,823,504,481,70,1,1,0,9,11,0,10,11,0,1,0
514,7,439,322,697,3,3,1,6,31,3,14,0,55,55,4,1,75,240,493,216,175,15,0,210,821,548,503,823,64,1,1,0,5,11,0,10,11,0,54,0
515,7,441,326,489,3,3,6,10,69,29,1,2,10,10,4,1,82,240,839,827,175,3,0,434,828,692,502,738,30,1,0,0,5,11,0,10,11,0,54,0
516,7,37,136,732,3,3,0,40,69,29,13,0,55,55,1,1,75,236,315,634,171,16,0,660,229,421,1034,752,68,1,4,0,30,11,0,4,11,0,45,1
517,7,332,903,958,1,1,5,39,64,3,16,0,55,55,0,1,75,221,385,316,165,16,0,200,471,499,1033,695,4,1,1,0,16,10,0,26,11,0,7,0
518,7,210,202,729,1,1,8,40,30,4,16,2,55,55,1,1,75,218,839,827,158,11,0,251,878,662,1032,675,70,1,0,0,13,10,0,19,10,0,60,0
519,7,375,697,608,3,3,7,18,17,14,2,0,55,55,15,1,75,215,762,88,159,16,0,381,235,503,1031,985,64,1,4,0,9,10,0,20,10,0,2,0
520,7,403,80,421,1,1,8,40,30,20,16,0,55,55,5,1,75,212,618,800,156,16,0,729,808,649,501,665,59,1,4,1,6,10,0,16,10,0,73,0
521,7,403,80,420,1,1,8,3,57,20,16,0,10,10,18,1,82,210,572,749,153,16,0,361,133,425,1030,986,64,1,4,1,4,10,0,13,10,0,70,0
522,7,395,987,891,1,1,9,10,69,29,16,0,55,55,0,1,75,210,405,150,150,16,0,834,349,568,500,325,4,1,4,0,4,10,0,7,10,0,35,0
523,8,181,487,817,3,3,8,40,57,11,1,0,37,38,8,1,11,210,811,39,153,16,0,537,719,853,499,906,38,1,1,1,4,10,0,13,10,0,70,0
524,8,216,645,692,1,5,5,10,1,1,12,0,55,55,4,1,75,208,382,684,149,16,0,850,221,250,498,384,45,1,4,0,1,10,0,6,10,0,54,0
525,8,311,774,549,1,5,6,10,37,19,2,0,55,55,1,1,75,205,201,554,177,16,0,3,465,583,497,689,63,1,1,0,28,10,0,15,11,0,52,0
526,8,99,852,359,1,5,8,40,57,23,7,0,55,55,1,1,75,197,808,146,140,16,0,380,804,734,1029,733,4,1,4,0,19,9,0,23,9,0,35,0
527,7,291,411,226,1,0,3,6,60,29,16,0,10,10,3,1,82,171,131,398,136,16,0,79,125,723,496,471,4,1,1,0,20,8,0,15,9,0,28,0
528,2,41,702,780,1,0,3,15,40,29,16,0,33,34,1,1,14,182,295,819,131,16,0,298,583,891,495,504,30,1,4,1,1,9,0,3,9,0,22,0
529,2,45,967,814,3,3,6,1,31,19,3,2,10,10,10,1,82,180,297,167,131,6,0,817,647,355,494,533,51,1,2,0,29,9,0,3,9,0,45,0
530,2,48,512,834,3,3,1,6,45,23,7,0,55,55,1,1,75,174,246,388,129,16,0,619,718,354,493,733,70,1,4,0,11,9,0,1,9,0,70,1
531,3,46,313,39,3,3,5,1,49,1,13,0,55,55,4,1,75,181,457,97,129,16,0,802,559,873,492,274,45,1,1,0,30,9,0,1,9,0,1,1
532,2,48,345,372,1,1,2,11,3,19,16,0,55,55,5,1,75,180,265,119,129,16,0,491,177,961,1028,217,54,1,1,0,29,9,0,1,9,0,22,0
533,2,48,587,670,3,3,6,31,31,23,12,0,55,55,4,1,75,177,682,820,129,16,0,33,230,785,491,946,64,1,4,0,26,9,0,1,9,0,54,0
534,8,75,960,381,3,3,0,15,69,29,7,0,55,55,1,1,75,180,264,581,130,15,0,291,507,344,1027,300,70,1,1,0,29,9,0,2,9,0,35,1
535,3,52,977,883,2,3,0,18,69,29,1,0,55,55,1,1,75,173,298,454,131,15,0,877,255,867,490,744,54,1,4,0,0,9,0,3,9,0,5,1
536,3,52,474,996,2,3,5,3,22,1,2,0,55,55,1,1,75,174,432,630,131,16,0,392,155,191,489,212,70,1,4,0,11,9,0,3,9,0,2,0
537,2,60,156,243,3,3,5,31,26,1,11,2,6,7,19,1,94,167,839,20,123,10,0,976,841,962,1026,503,20,0,1,0,16,8,0,11,9,0,70,0
538,3,67,860,847,1,1,0,33,69,29,2,0,55,55,0,1,75,169,759,605,121,15,0,524,636,82,488,944,4,1,4,0,18,8,0,20,8,0,22,1
539,3,54,4,479,3,3,8,31,57,11,0,0,63,64,19,1,28,168,758,67,121,16,0,976,763,962,487,701,42,0,4,0,17,8,0,20,8,0,35,0
540,2,62,771,842,3,3,2,32,33,21,14,1,55,55,5,1,75,166,720,70,120,16,0,158,558,647,1025,795,70,1,1,0,15,8,0,19,8,0,45,0
541,2,66,890,276,3,3,8,3,57,6,10,0,31,32,1,1,12,164,718,189,120,16,0,700,4,560,486,38,59,1,4,0,13,8,0,19,8,0,60,0
542,3,71,571,461,3,3,6,6,31,19,13,0,55,55,1,1,75,164,719,68,120,16,0,869,859,83,485,83,49,1,2,0,13,8,0,19,8,0,60,0
543,2,62,938,619,1,1,7,24,14,5,16,0,10,10,0,1,82,162,654,804,118,16,0,95,275,179,484,94,4,1,1,0,10,8,0,17,8,0,60,0
544,3,63,135,188,3,3,1,18,39,25,13,0,55,55,1,1,75,161,717,495,120,16,0,503,840,528,483,547,70,1,1,0,9,8,0,19,8,0,73,1
545,3,61,398,260,1,0,3,40,40,29,16,0,55,55,0,1,75,155,428,548,112,16,0,613,185,648,482,766,4,1,4,0,3,8,0,8,8,0,54,0
546,2,68,157,637,1,0,3,1,61,29,16,0,55,55,19,1,75,155,429,491,112,16,0,621,386,323,481,328,70,0,4,0,3,8,0,8,8,0,54,0
547,2,66,465,900,1,0,3,40,67,29,16,0,55,55,1,1,75,155,722,291,120,16,0,393,232,512,480,558,30,1,4,0,3,8,0,19,8,0,15,0
548,2,68,134,934,1,0,3,23,61,29,16,2,6,7,19,1,94,143,839,827,107,10,0,976,878,962,479,815,64,0,0,0,21,7,0,1,8,0,7,0
549,3,73,16,369,3,3,0,40,69,29,7,2,55,55,4,1,75,144,839,827,104,3,0,17,451,813,478,177,45,1,0,0,23,7,0,24,7,0,1,1
550,3,75,126,503,2,3,1,18,39,4,0,0,55,55,1,1,75,136,608,225,98,16,0,963,775,880,477,202,59,1,4,0,14,7,0,16,7,0,22,1
551,2,76,14,466,3,3,2,32,33,11,12,1,55,55,15,1,75,129,424,542,93,16,0,702,198,944,476,358,45,1,4,0,6,7,0,8,7,0,22,0
552,2,86,349,416,3,3,6,40,31,23,2,0,10,10,1,1,82,111,399,549,92,16,0,757,318,392,475,272,4,1,1,0,19,6,0,7,7,0,21,0
553,2,88,975,696,3,3,7,31,5,12,14,0,55,55,0,1,75,115,239,251,88,16,0,303,476,120,474,605,4,1,1,0,0,7,0,1,7,0,73,0
554,2,80,11,746,1,0,3,40,61,29,16,0,55,55,1,1,75,113,240,573,88,16,0,125,648,65,473,225,30,1,1,0,21,6,0,1,7,0,5,0
555,2,98,731,812,3,3,8,27,25,25,13,0,10,10,1,1,82,110,804,799,89,16,0,584,535,726,472,359,42,1,4,0,18,6,0,4,7,0,19,0
556,2,90,296,519,2,3,1,31,58,19,11,0,55,55,4,1,75,105,563,365,76,16,0,254,527,463,471,793,30,1,1,0,13,6,0,14,6,0,1,0
557,3,93,412,661,3,3,5,11,34,13,1,0,33,34,4,1,14,97,378,616,71,16,0,552,523,924,470,302,42,1,1,0,3,6,0,6,6,0,35,1
558,2,94,767,864,1,2,1,31,58,19,2,0,55,55,1,1,75,92,237,569,68,15,0,763,482,153,469,985,59,1,1,0,28,6,0,1,6,0,35,0
559,2,96,464,1018,3,3,6,10,31,21,13,0,55,55,1,1,75,91,481,614,71,16,0,75,724,622,468,496,70,1,3,0,27,6,0,6,6,0,73,0
560,2,107,943,593,1,1,8,27,25,19,7,0,55,55,8,2,75,93,234,247,68,16,0,23,759,655,1024,256,70,1,1,0,29,6,0,1,6,0,22,0
561,3,100,718,869,2,3,0,32,69,29,13,0,94,94,0,1,5,91,605,772,78,15,0,623,1,516,1023,641,4,1,1,0,27,6,0,16,6,0,20,0
562,3,102,311,53,3,3,2,29,0,19,0,0,15,15,6,1,6,92,181,488,67,16,0,555,483,45,467,857,46,1,1,0,28,6,0,29,6,0,1,1
563,3,106,700,587,3,3,1,18,31,23,10,0,57,57,19,1,85,88,208,342,87,16,0,976,287,962,466,447,39,0,1,0,22,6,0,30,7,0,42,1
564,2,161,137,338,1,1,6,40,31,21,16,0,55,55,0,1,75,84,178,248,67,16,0,895,120,466,465,256,20,1,1,0,23,5,0,29,6,0,73,0
565,2,151,899,982,3,3,6,7,6,25,13,0,63,64,19,1,28,88,396,545,72,16,0,976,101,962,464,701,45,0,4,0,22,6,0,7,6,0,8,0
566,2,112,830,651,3,3,5,31,26,28,13,0,28,29,0,1,7,85,102,655,66,15,0,83,800,9,463,35,4,1,1,0,24,5,0,26,6,0,54,0
567,2,127,101,835,3,3,6,32,31,21,0,0,55,55,8,1,75,84,82,378,65,16,0,321,381,352,462,336,38,1,1,0,23,5,0,25,6,0,54,0
568,2,124,649,605,1,1,1,5,45,11,12,0,10,10,10,1,82,86,289,448,66,16,0,100,798,300,461,352,51,1,1,0,0,6,0,26,6,0,45,0
569,2,120,824,708,2,3,7,11,66,27,2,1,10,10,0,1,82,81,508,624,85,16,0,455,515,212,1022,162,4,1,1,0,19,5,0,28,7,0,47,0
570,3,123,309,527,3,3,2,32,33,25,2,2,33,34,1,1,14,82,839,827,62,11,0,463,878,343,460,393,70,1,0,0,20,5,0,0,6,0,45,1
571,2,122,0,74,1,0,3,23,12,29,16,2,55,55,19,1,75,74,839,827,60,10,0,245,878,85,459,684,45,0,0,0,12,5,0,20,5,0,70,0
572,3,134,207,147,2,3,2,32,0,6,12,0,55,55,10,1,75,73,676,768,58,16,0,18,89,813,458,918,51,1,1,0,10,5,0,18,5,0,65,0
573,3,125,568,550,2,3,6,33,31,22,12,0,55,55,1,1,75,75,675,12,58,16,0,595,470,275,457,903,75,1,1,0,13,5,0,18,5,0,54,0
574,3,146,543,533,2,3,1,40,33,11,12,0,10,10,0,0,82,72,478,32,54,16,0,838,862,43,456,585,23,1,1,0,9,5,0,10,5,0,1,0
575,3,136,686,176,3,3,0,31,69,29,10,0,55,55,1,1,75,68,476,563,54,16,0,623,569,516,455,481,70,1,4,0,5,5,0,10,5,0,54,0
576,2,135,602,28,1,0,3,32,67,29,16,1,55,55,19,1,75,62,372,741,52,16,0,421,806,819,454,279,58,0,3,0,29,5,0,6,5,0,65,0
577,3,219,160,379,3,3,0,10,69,29,3,2,33,34,19,2,14,67,557,827,56,3,0,976,448,962,453,557,10,0,0,0,4,5,0,14,5,0,73,0
578,3,148,7,295,3,3,0,5,69,29,7,0,10,10,10,0,82,66,477,566,52,16,0,896,187,837,452,798,51,1,4,0,3,5,0,6,5,0,35,0
579,3,150,286,967,3,3,6,10,65,19,13,0,10,10,4,0,82,56,177,80,45,16,0,418,528,810,451,508,54,1,1,1,11,5,0,29,5,0,60,1
580,3,150,449,758,3,3,6,31,7,23,10,0,95,95,18,1,8,51,678,394,42,16,0,939,3,845,1021,891,74,1,1,0,17,4,0,26,5,0,70,0
581,3,166,368,1020,3,3,0,37,69,29,7,0,95,95,0,1,8,50,331,738,42,16,0,469,388,492,450,356,4,1,1,0,15,4,0,26,5,0,2,1
582,3,156,840,867,3,3,6,31,31,21,14,0,55,55,5,0,75,50,671,735,37,16,0,488,469,775,449,544,42,1,1,1,15,4,0,18,4,0,35,0
583,3,156,840,867,3,3,6,31,31,21,12,0,55,55,0,1,75,48,149,42,35,16,0,863,670,668,448,890,4,1,1,1,13,4,0,15,4,0,22,0
584,3,160,251,776,3,3,8,31,57,25,12,0,63,64,4,1,28,43,4,337,40,15,0,396,681,626,447,538,70,1,1,0,7,4,0,0,5,0,8,1
585,2,159,404,283,1,1,6,31,7,19,16,0,55,55,5,0,75,39,475,740,30,16,0,519,288,367,446,193,58,1,1,0,3,4,0,9,4,0,60,0
586,2,161,293,348,1,1,7,33,56,14,7,2,6,7,10,0,94,34,839,827,27,3,0,316,708,947,445,883,51,1,0,0,28,4,0,4,4,0,60,0
587,2,159,388,128,1,1,3,24,25,6,16,1,55,55,1,0,75,32,143,273,22,16,0,901,373,189,444,328,73,1,4,0,26,4,0,28,4,0,22,0
588,3,162,253,631,3,3,1,18,62,8,1,0,10,10,11,0,82,23,360,413,28,16,0,367,485,407,443,138,23,1,1,0,18,0,0,5,4,0,21,0
589,3,164,183,142,0,3,6,40,31,21,5,0,10,10,5,0,82,23,820,245,17,16,0,484,745,94,442,718,38,1,1,0,18,0,0,23,0,0,45,0
590,2,167,906,240,1,1,7,36,18,14,16,0,55,55,5,1,75,19,631,790,14,16,0,333,257,851,441,658,30,1,1,1,14,0,0,17,0,0,35,0
591,3,167,286,168,3,3,8,3,57,19,1,0,55,55,0,1,75,14,630,106,14,16,0,886,834,314,440,658,4,1,1,1,8,0,0,17,0,0,70,0
592,3,166,165,563,3,3,1,18,62,8,2,2,10,10,0,2,82,2,839,827,6,1,3,857,878,541,439,802,4,1,0,0,22,0,0,6,0,0,7,1
593,2,169,98,163,3,3,8,5,57,11,7,1,10,10,4,2,82,9,420,591,6,16,0,818,32,7,438,355,64,1,4,0,2,0,0,6,0,0,45,0
594,2,165,702,780,1,0,3,15,40,29,16,1,95,95,4,0,8,4,357,435,6,15,0,620,121,417,437,289,70,1,4,1,27,0,0,6,0,0,73,0
595,2,220,726,442,1,1,7,14,68,27,14,0,55,55,5,1,75,7,388,333,7,16,0,155,85,390,436,879,58,1,1,0,30,0,0,7,0,0,65,0
596,3,178,804,451,3,3,1,18,62,8,0,0,10,10,1,0,82,7,389,533,7,15,0,329,5,21,435,99,23,1,1,0,30,0,0,7,0,0,65,1
597,2,175,516,329,1,4,8,3,57,11,16,0,6,7,0,0,94,2,252,437,4,16,0,325,874,832,434,754,4,1,4,0,22,0,0,2,0,0,70,0
598,3,182,180,739,1,2,0,32,69,29,14,1,55,55,8,0,75,0,390,791,7,16,0,318,71,185,433,410,73,1,1,0,0,0,0,7,0,0,15,1
599,3,186,897,1033,0,3,0,6,69,29,5,1,10,10,0,0,82,2,251,434,4,15,0,857,227,542,432,802,4,1,4,0,22,0,0,2,0,0,70,0
600,3,188,909,205,3,3,0,7,69,29,15,0,26,27,1,1,22,94,291,513,70,16,0,655,602,387,421,412,30,1,1,0,30,6,0,3,6,0,35,0
601,3,182,1020,523,1,2,6,32,31,22,2,0,3,4,8,1,93,75,648,629,69,16,0,290,823,480,420,594,64,1,1,0,13,5,0,2,6,0,24,0
602,2,191,981,202,2,3,1,40,35,8,1,0,88,88,1,1,0,93,392,656,72,16,0,395,143,383,419,273,54,1,3,0,29,6,0,7,6,0,70,0
603,3,193,128,274,1,0,3,29,61,29,16,0,86,86,1,1,55,91,583,538,77,16,0,717,55,820,418,277,70,1,4,0,27,6,0,15,6,0,19,0
604,2,282,372,1029,3,3,6,31,58,22,4,2,92,92,1,1,73,91,839,144,71,10,0,190,253,862,417,778,4,1,1,2,27,6,0,6,6,0,73,0
605,3,202,471,185,2,3,7,33,40,5,14,0,58,58,19,2,91,93,236,60,67,15,0,638,384,329,26,831,30,0,1,0,29,6,0,29,6,0,0,1
606,3,200,280,119,1,1,1,31,58,6,16,2,89,89,19,1,2,91,839,827,113,11,0,976,878,962,416,852,30,0,0,0,27,6,0,9,8,0,68,0
607,2,197,819,102,1,0,3,32,50,29,16,2,34,35,11,1,68,91,839,827,71,10,0,464,878,110,415,761,65,1,0,0,27,6,0,6,6,0,73,0
608,2,203,144,612,3,3,8,15,57,11,2,2,72,72,1,1,29,80,839,515,85,10,0,80,810,882,1019,560,70,1,4,0,18,5,0,28,7,0,48,0
609,3,204,477,68,2,3,1,31,33,22,13,0,70,70,1,2,59,86,151,383,66,16,0,228,771,484,25,575,64,1,1,0,0,6,0,26,6,0,45,0
610,3,203,303,518,1,0,3,31,15,29,16,2,4,1,4,0,27,12,839,827,8,10,0,967,878,620,414,432,40,1,0,0,6,0,0,8,0,0,22,0
611,2,237,973,229,1,2,6,31,7,19,0,0,92,92,18,1,73,87,209,401,66,16,0,816,417,760,413,690,71,1,1,0,11,6,0,26,6,0,35,0
612,3,281,372,1029,3,3,0,31,69,29,2,0,88,88,19,1,0,86,83,617,65,16,0,784,403,33,412,19,38,0,1,2,0,6,0,25,6,0,35,1
613,2,212,27,244,2,3,7,10,21,5,2,0,83,83,15,1,72,83,261,541,63,16,0,879,612,858,1018,790,66,1,1,0,21,5,0,11,6,0,45,0
614,2,216,823,350,3,3,8,3,57,11,6,0,88,88,19,2,0,83,564,795,68,16,0,335,592,674,411,923,64,1,1,0,21,5,0,1,6,0,7,0
615,2,214,569,568,1,0,3,6,61,29,16,0,83,83,19,1,72,78,772,202,61,16,0,976,711,962,1017,377,70,0,1,0,16,5,0,21,5,0,54,0
616,2,220,212,251,1,1,8,10,57,22,16,0,45,45,19,2,71,78,754,571,59,16,0,976,726,962,410,635,41,0,1,0,16,5,0,19,5,0,35,0
617,3,217,994,948,3,3,1,32,33,22,12,2,4,1,19,0,27,5,839,827,8,10,0,279,878,258,409,510,5,1,0,0,28,0,0,8,0,0,2,1
618,3,219,953,310,3,3,0,10,69,29,10,0,12,12,0,1,16,77,674,766,58,16,0,899,306,834,408,829,4,1,1,1,15,5,0,18,5,0,35,0
619,3,227,159,694,3,3,8,6,57,11,1,0,83,83,1,1,72,78,677,284,58,16,0,637,82,1,407,759,70,1,1,0,16,5,0,18,5,0,22,1
620,3,230,694,195,1,1,0,29,69,29,13,0,50,50,15,1,3,78,391,19,59,16,0,501,820,752,406,487,58,1,1,0,16,5,0,19,5,0,35,1
621,3,230,985,432,3,3,5,18,43,28,6,0,33,34,1,1,14,78,645,765,57,16,0,855,453,838,405,205,70,1,1,0,16,5,0,17,5,0,1,1
622,2,235,850,969,1,1,6,6,31,21,10,2,5,5,4,1,90,75,839,827,58,4,0,223,878,589,404,772,46,1,0,1,13,5,0,18,5,0,54,0
623,3,233,362,20,1,0,3,40,63,29,16,2,90,90,0,1,45,71,839,827,62,13,0,545,878,950,403,80,62,1,0,0,8,5,0,0,6,0,15,0
624,3,236,434,1005,3,3,0,32,69,29,2,0,88,88,19,1,0,72,531,739,55,16,0,384,320,706,402,825,64,0,1,0,9,5,0,13,5,0,35,0
625,2,237,763,574,3,3,0,18,69,29,7,2,92,92,18,1,73,70,839,827,59,2,0,914,878,301,401,905,30,1,0,0,7,5,0,19,5,0,5,0
626,2,237,5,232,3,3,7,40,40,5,13,2,89,89,0,1,2,72,839,285,56,10,0,179,17,594,400,299,4,1,1,0,9,5,0,14,5,0,45,0
627,2,242,13,95,3,3,8,24,57,23,10,2,27,28,11,1,15,67,839,827,71,11,0,917,878,103,399,554,60,1,0,0,4,5,0,6,6,0,39,0
628,2,242,425,256,1,0,3,1,31,29,16,0,90,90,5,1,45,69,530,600,55,16,0,226,66,544,398,310,64,1,1,0,6,5,0,13,5,0,60,0
629,2,250,287,89,0,3,7,14,66,27,5,2,34,35,4,1,68,69,839,827,55,10,0,887,878,705,397,34,64,1,0,0,6,5,0,13,5,0,60,0
630,2,252,526,669,3,3,6,4,31,23,10,2,1,0,1,1,62,66,532,827,55,4,0,371,878,601,396,697,30,1,0,0,3,5,0,13,5,0,73,0
631,3,251,1025,349,3,3,0,40,69,29,0,0,89,89,1,1,2,65,753,56,56,16,0,711,80,618,395,415,30,1,4,0,2,5,0,14,5,0,5,1
632,2,259,849,390,1,1,6,18,31,19,12,0,92,92,1,1,73,67,447,384,52,16,0,184,714,900,394,789,18,1,1,0,4,5,0,6,5,0,22,0
633,2,252,375,664,3,3,1,32,33,21,10,0,82,82,19,1,79,62,575,93,56,16,0,498,258,923,393,306,42,0,3,0,29,5,0,14,5,0,11,0
634,2,257,226,569,3,3,1,37,8,19,2,2,84,84,19,1,27,8,839,332,13,9,0,976,50,962,392,315,0,0,1,0,1,0,0,16,0,0,11,0
635,2,263,972,693,3,3,7,7,69,29,10,0,72,72,0,1,29,60,375,793,71,16,0,813,315,788,391,729,20,1,1,0,27,5,0,6,6,0,46,0
636,2,265,142,782,3,3,1,18,62,8,2,0,84,84,19,0,27,60,55,468,50,16,0,494,389,101,390,588,30,0,1,0,27,5,0,4,5,0,65,0
637,2,283,372,1029,1,1,6,31,58,22,16,0,45,45,1,1,71,58,259,415,48,16,0,673,218,708,389,583,70,1,1,2,25,5,0,2,5,0,65,0
638,2,270,863,494,3,3,6,6,33,11,4,0,92,92,1,1,73,60,232,619,47,16,0,804,455,256,1016,902,59,1,1,1,27,5,0,1,5,0,45,0
639,2,270,863,492,2,3,6,6,33,22,3,0,92,92,4,0,73,61,12,30,52,16,0,785,401,154,388,745,70,1,1,1,28,5,0,6,5,0,70,0
640,3,273,850,737,3,3,1,6,31,23,1,2,89,89,4,0,2,60,286,827,49,4,0,645,878,936,387,878,42,1,0,1,27,5,0,3,5,0,60,0
641,2,268,821,997,1,1,6,31,58,23,10,0,70,70,0,1,59,61,205,742,46,16,0,237,843,646,386,776,4,1,1,0,28,5,0,30,5,0,22,0
642,2,272,392,974,1,1,1,40,36,19,16,0,53,53,8,0,37,59,368,737,52,16,0,347,554,489,385,860,45,1,3,0,26,5,0,6,5,0,2,0
643,2,280,8,236,3,3,8,35,0,19,1,0,92,92,0,1,73,59,176,769,45,16,0,636,53,231,384,206,59,1,1,0,26,5,0,29,5,0,35,0
644,3,274,641,8,1,0,3,40,61,29,16,2,92,92,1,1,73,57,839,827,113,10,0,69,878,6,383,88,4,1,0,0,22,5,0,9,8,0,4,0
645,3,18,367,750,1,1,0,5,69,29,16,2,45,45,4,1,71,60,839,827,48,3,0,211,549,897,382,659,30,1,0,0,27,5,0,2,5,0,54,0
646,3,407,171,415,1,1,9,31,58,3,16,2,27,28,14,0,15,58,839,827,45,11,0,420,878,770,381,341,24,1,0,0,25,5,0,29,5,0,45,0
647,2,285,919,384,1,2,5,24,32,22,2,0,82,82,4,1,79,5,603,649,4,16,0,771,474,369,380,712,68,1,1,0,28,0,0,2,0,0,45,0
648,2,293,462,668,2,3,6,32,33,21,1,0,14,14,0,1,74,58,207,481,46,16,0,292,217,333,379,749,4,1,4,1,25,5,0,30,5,0,54,0
649,2,301,354,105,3,3,1,18,62,8,2,2,70,70,4,1,59,56,839,827,43,13,0,730,878,872,378,589,58,1,0,0,11,5,0,27,5,0,45,0
650,3,296,875,650,3,3,0,6,69,29,7,0,86,86,18,2,55,55,714,570,58,16,0,338,207,609,1015,331,4,1,1,0,0,5,0,18,5,0,28,1
651,3,298,314,436,3,3,0,18,69,29,1,0,34,35,16,1,68,57,486,756,43,15,0,286,748,254,377,661,61,1,1,0,22,5,0,27,5,0,35,1
652,3,288,272,199,3,3,1,6,31,11,0,0,86,86,1,1,55,52,174,184,45,16,0,814,385,690,1014,559,70,1,4,0,18,4,0,29,5,0,2,0
653,2,291,876,191,3,3,1,1,36,23,1,0,53,53,0,0,37,58,127,246,43,16,0,2,494,159,376,257,20,1,4,0,25,5,0,27,5,0,22,0
654,2,289,3,321,3,3,8,11,53,6,1,0,92,92,15,0,73,56,839,446,42,10,0,753,391,139,375,442,64,1,1,1,11,5,0,26,5,0,35,0
655,2,297,430,565,3,3,6,32,33,19,14,0,86,86,14,1,55,33,144,486,43,16,0,54,42,745,1013,811,70,1,4,0,27,4,0,27,5,0,33,0
656,2,293,10,618,3,3,5,24,32,22,2,2,9,9,4,0,60,54,839,827,41,13,0,520,878,855,374,61,71,1,0,0,20,4,0,25,5,0,45,0
657,2,301,808,709,1,2,8,13,28,6,3,0,45,45,19,1,71,46,126,654,43,16,0,976,147,962,373,595,30,0,1,1,10,4,0,27,5,0,15,0
658,2,304,133,730,3,3,1,5,31,6,10,0,70,70,4,1,59,52,8,672,40,16,0,832,486,47,1012,407,68,1,1,0,18,4,0,0,5,0,35,0
659,2,297,12,311,1,2,5,32,52,28,10,0,70,70,0,1,59,53,751,244,39,16,0,65,309,550,372,366,4,1,4,0,19,4,0,20,4,0,1,0
